"","X.1","X","season","date","opponet","location","duke_score","oppon_score","overtime","duke_logo_url","oppon_logo_url","pbp_url","boxscore_url","teamstats_url"
"13",19,19,"2014-2015","1-25","St. John's","@",77,68,NA,"https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/150.png&w=50&h=50&transparent=true","https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2599.png&w=50&h=50","http://www.espn.com/mens-college-basketball/playbyplay?gameId=400587943","http://www.espn.com/mens-college-basketball/boxscore?gameId=400587943","http://www.espn.com/mens-college-basketball/matchup?gameId=400587943"
"14",20,20,"2014-2015","1-28","Notre Dame","@",73,77,NA,"https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/150.png&w=50&h=50&transparent=true","https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/87.png&w=50&h=50","http://www.espn.com/mens-college-basketball/playbyplay?gameId=400587947","http://www.espn.com/mens-college-basketball/boxscore?gameId=400587947","http://www.espn.com/mens-college-basketball/matchup?gameId=400587947"
"15",21,21,"2014-2015","1-31","Virginia","@",69,63,NA,"https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/150.png&w=50&h=50&transparent=true","https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/258.png&w=50&h=50","http://www.espn.com/mens-college-basketball/playbyplay?gameId=400587955","http://www.espn.com/mens-college-basketball/boxscore?gameId=400587955","http://www.espn.com/mens-college-basketball/matchup?gameId=400587955"
"16",22,22,"2014-2015","2-4","Georgia Tech","vs",72,66,NA,"https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/150.png&w=50&h=50&transparent=true","https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/59.png&w=50&h=50","http://www.espn.com/mens-college-basketball/playbyplay?gameId=400587963","http://www.espn.com/mens-college-basketball/boxscore?gameId=400587963","http://www.espn.com/mens-college-basketball/matchup?gameId=400587963"
"17",23,23,"2014-2015","2-7","Notre Dame","vs",90,60,NA,"https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/150.png&w=50&h=50&transparent=true","https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/87.png&w=50&h=50","http://www.espn.com/mens-college-basketball/playbyplay?gameId=400587967","http://www.espn.com/mens-college-basketball/boxscore?gameId=400587967","http://www.espn.com/mens-college-basketball/matchup?gameId=400587967"
"18",24,24,"2014-2015","2-9","Florida State","@",73,70,NA,"https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/150.png&w=50&h=50&transparent=true","https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/52.png&w=50&h=50","http://www.espn.com/mens-college-basketball/playbyplay?gameId=400587973","http://www.espn.com/mens-college-basketball/boxscore?gameId=400587973","http://www.espn.com/mens-college-basketball/matchup?gameId=400587973"
"19",25,25,"2014-2015","2-14","Syracuse","@",80,72,NA,"https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/150.png&w=50&h=50&transparent=true","https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/183.png&w=50&h=50","http://www.espn.com/mens-college-basketball/playbyplay?gameId=400599487","http://www.espn.com/mens-college-basketball/boxscore?gameId=400599487","http://www.espn.com/mens-college-basketball/matchup?gameId=400599487"
"20",26,26,"2014-2015","2-18","North Carolina","vs",92,90,"yes","https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/150.png&w=50&h=50&transparent=true","https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/153.png&w=50&h=50","http://www.espn.com/mens-college-basketball/playbyplay?gameId=400587989","http://www.espn.com/mens-college-basketball/boxscore?gameId=400587989","http://www.espn.com/mens-college-basketball/matchup?gameId=400587989"
"21",27,27,"2014-2015","2-21","Clemson","vs",78,56,NA,"https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/150.png&w=50&h=50&transparent=true","https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/228.png&w=50&h=50","http://www.espn.com/mens-college-basketball/playbyplay?gameId=400587993","http://www.espn.com/mens-college-basketball/boxscore?gameId=400587993","http://www.espn.com/mens-college-basketball/matchup?gameId=400587993"
"22",28,28,"2014-2015","2-25","Virginia Tech","@",91,86,"yes","https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/150.png&w=50&h=50&transparent=true","https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/259.png&w=50&h=50","http://www.espn.com/mens-college-basketball/playbyplay?gameId=400588002","http://www.espn.com/mens-college-basketball/boxscore?gameId=400588002","http://www.espn.com/mens-college-basketball/matchup?gameId=400588002"
"23",29,29,"2014-2015","2-28","Syracuse","vs",73,54,NA,"https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/150.png&w=50&h=50&transparent=true","https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/183.png&w=50&h=50","http://www.espn.com/mens-college-basketball/playbyplay?gameId=400588009","http://www.espn.com/mens-college-basketball/boxscore?gameId=400588009","http://www.espn.com/mens-college-basketball/matchup?gameId=400588009"
"24",30,30,"2014-2015","3-4","Wake Forest","vs",94,51,NA,"https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/150.png&w=50&h=50&transparent=true","https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/154.png&w=50&h=50","http://www.espn.com/mens-college-basketball/playbyplay?gameId=400588017","http://www.espn.com/mens-college-basketball/boxscore?gameId=400588017","http://www.espn.com/mens-college-basketball/matchup?gameId=400588017"
"25",31,31,"2014-2015","3-7","North Carolina","@",84,77,NA,"https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/150.png&w=50&h=50&transparent=true","https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/153.png&w=50&h=50","http://www.espn.com/mens-college-basketball/playbyplay?gameId=400588022","http://www.espn.com/mens-college-basketball/boxscore?gameId=400588022","http://www.espn.com/mens-college-basketball/matchup?gameId=400588022"
"26",33,33,"2014-2015","3-13","Notre Dame","vs",64,74,NA,"https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/150.png&w=50&h=50&transparent=true","https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/87.png&w=50&h=50","http://www.espn.com/mens-college-basketball/playbyplay?gameId=400784978","http://www.espn.com/mens-college-basketball/boxscore?gameId=400784978","http://www.espn.com/mens-college-basketball/matchup?gameId=400784978"
"27",34,34,"2014-2015","3-20","Robert Morris","vs",85,56,NA,"https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/150.png&w=50&h=50&transparent=true","https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2523.png&w=50&h=50","http://www.espn.com/mens-college-basketball/playbyplay?gameId=400785351","http://www.espn.com/mens-college-basketball/boxscore?gameId=400785351","http://www.espn.com/mens-college-basketball/matchup?gameId=400785351"
"28",35,35,"2014-2015","3-22","San Diego State","vs",68,49,NA,"https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/150.png&w=50&h=50&transparent=true","https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/21.png&w=50&h=50","http://www.espn.com/mens-college-basketball/playbyplay?gameId=400786330","http://www.espn.com/mens-college-basketball/boxscore?gameId=400786330","http://www.espn.com/mens-college-basketball/matchup?gameId=400786330"
"29",36,36,"2014-2015","3-27","Utah","vs",63,57,NA,"https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/150.png&w=50&h=50&transparent=true","https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/254.png&w=50&h=50","http://www.espn.com/mens-college-basketball/playbyplay?gameId=400786476","http://www.espn.com/mens-college-basketball/boxscore?gameId=400786476","http://www.espn.com/mens-college-basketball/matchup?gameId=400786476"
"30",37,37,"2014-2015","3-29","Gonzaga","vs",66,52,NA,"https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/150.png&w=50&h=50&transparent=true","https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2250.png&w=50&h=50","http://www.espn.com/mens-college-basketball/playbyplay?gameId=400787701","http://www.espn.com/mens-college-basketball/boxscore?gameId=400787701","http://www.espn.com/mens-college-basketball/matchup?gameId=400787701"
"31",38,38,"2014-2015","4-4","Michigan State","vs",81,61,NA,"https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/150.png&w=50&h=50&transparent=true","https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/127.png&w=50&h=50","http://www.espn.com/mens-college-basketball/playbyplay?gameId=400787887","http://www.espn.com/mens-college-basketball/boxscore?gameId=400787887","http://www.espn.com/mens-college-basketball/matchup?gameId=400787887"
"32",39,39,"2014-2015","4-6","Wisconsin","vs",68,63,NA,"https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/150.png&w=50&h=50&transparent=true","https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/275.png&w=50&h=50","http://www.espn.com/mens-college-basketball/playbyplay?gameId=400788981","http://www.espn.com/mens-college-basketball/boxscore?gameId=400788981","http://www.espn.com/mens-college-basketball/matchup?gameId=400788981"
