"","X.1","X","season","date","opponet","location","duke_score","oppon_score","overtime","duke_logo_url","oppon_logo_url","pbp_url","boxscore_url","teamstats_url"
"15",17,17,"2015-2016","1-13","Clemson","@",63,68,NA,"https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/150.png&w=50&h=50&transparent=true","https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/228.png&w=50&h=50","http://www.espn.com/mens-college-basketball/playbyplay?gameId=400839759","http://www.espn.com/mens-college-basketball/boxscore?gameId=400839759","http://www.espn.com/mens-college-basketball/matchup?gameId=400839759"
"16",18,18,"2015-2016","1-16","Notre Dame","vs",91,95,NA,"https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/150.png&w=50&h=50&transparent=true","https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/87.png&w=50&h=50","http://www.espn.com/mens-college-basketball/playbyplay?gameId=400839240","http://www.espn.com/mens-college-basketball/boxscore?gameId=400839240","http://www.espn.com/mens-college-basketball/matchup?gameId=400839240"
"17",19,19,"2015-2016","1-18","Syracuse","vs",62,64,NA,"https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/150.png&w=50&h=50&transparent=true","https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/183.png&w=50&h=50","http://www.espn.com/mens-college-basketball/playbyplay?gameId=400839200","http://www.espn.com/mens-college-basketball/boxscore?gameId=400839200","http://www.espn.com/mens-college-basketball/matchup?gameId=400839200"
"18",22,22,"2015-2016","2-2","Georgia Tech","@",80,71,NA,"https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/150.png&w=50&h=50&transparent=true","https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/59.png&w=50&h=50","http://www.espn.com/mens-college-basketball/playbyplay?gameId=400839769","http://www.espn.com/mens-college-basketball/boxscore?gameId=400839769","http://www.espn.com/mens-college-basketball/matchup?gameId=400839769"
"19",24,24,"2015-2016","2-8","Louisville","vs",72,65,NA,"https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/150.png&w=50&h=50&transparent=true","https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/97.png&w=50&h=50","http://www.espn.com/mens-college-basketball/playbyplay?gameId=400839771","http://www.espn.com/mens-college-basketball/boxscore?gameId=400839771","http://www.espn.com/mens-college-basketball/matchup?gameId=400839771"
"20",25,25,"2015-2016","2-13","Virginia","vs",63,62,NA,"https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/150.png&w=50&h=50&transparent=true","https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/258.png&w=50&h=50","http://www.espn.com/mens-college-basketball/playbyplay?gameId=400839772","http://www.espn.com/mens-college-basketball/boxscore?gameId=400839772","http://www.espn.com/mens-college-basketball/matchup?gameId=400839772"
"21",26,26,"2015-2016","2-17","North Carolina","@",74,73,NA,"https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/150.png&w=50&h=50&transparent=true","https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/153.png&w=50&h=50","http://www.espn.com/mens-college-basketball/playbyplay?gameId=400839773","http://www.espn.com/mens-college-basketball/boxscore?gameId=400839773","http://www.espn.com/mens-college-basketball/matchup?gameId=400839773"
"22",27,27,"2015-2016","2-20","Louisville","@",64,71,NA,"https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/150.png&w=50&h=50&transparent=true","https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/97.png&w=50&h=50","http://www.espn.com/mens-college-basketball/playbyplay?gameId=400839774","http://www.espn.com/mens-college-basketball/boxscore?gameId=400839774","http://www.espn.com/mens-college-basketball/matchup?gameId=400839774"
"23",28,28,"2015-2016","2-25","Florida State","vs",80,65,NA,"https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/150.png&w=50&h=50&transparent=true","https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/52.png&w=50&h=50","http://www.espn.com/mens-college-basketball/playbyplay?gameId=400839775","http://www.espn.com/mens-college-basketball/boxscore?gameId=400839775","http://www.espn.com/mens-college-basketball/matchup?gameId=400839775"
"24",29,29,"2015-2016","2-28","Pittsburgh","@",62,76,NA,"https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/150.png&w=50&h=50&transparent=true","https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/221.png&w=50&h=50","http://www.espn.com/mens-college-basketball/playbyplay?gameId=400839229","http://www.espn.com/mens-college-basketball/boxscore?gameId=400839229","http://www.espn.com/mens-college-basketball/matchup?gameId=400839229"
"25",30,30,"2015-2016","3-1","Wake Forest","vs",79,71,NA,"https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/150.png&w=50&h=50&transparent=true","https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/154.png&w=50&h=50","http://www.espn.com/mens-college-basketball/playbyplay?gameId=400839343","http://www.espn.com/mens-college-basketball/boxscore?gameId=400839343","http://www.espn.com/mens-college-basketball/matchup?gameId=400839343"
"26",31,31,"2015-2016","3-5","North Carolina","vs",72,76,NA,"https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/150.png&w=50&h=50&transparent=true","https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/153.png&w=50&h=50","http://www.espn.com/mens-college-basketball/playbyplay?gameId=400839776","http://www.espn.com/mens-college-basketball/boxscore?gameId=400839776","http://www.espn.com/mens-college-basketball/matchup?gameId=400839776"
"27",33,33,"2015-2016","3-10","Notre Dame","vs",79,84,"yes","https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/150.png&w=50&h=50&transparent=true","https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/87.png&w=50&h=50","http://www.espn.com/mens-college-basketball/playbyplay?gameId=400870719","http://www.espn.com/mens-college-basketball/boxscore?gameId=400870719","http://www.espn.com/mens-college-basketball/matchup?gameId=400870719"
"28",34,34,"2015-2016","3-17","UNC Wilmington","vs",93,85,NA,"https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/150.png&w=50&h=50&transparent=true","https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/350.png&w=50&h=50","http://www.espn.com/mens-college-basketball/playbyplay?gameId=400871255","http://www.espn.com/mens-college-basketball/boxscore?gameId=400871255","http://www.espn.com/mens-college-basketball/matchup?gameId=400871255"
"29",35,35,"2015-2016","3-19","Yale","vs",71,64,NA,"https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/150.png&w=50&h=50&transparent=true","https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/43.png&w=50&h=50","http://www.espn.com/mens-college-basketball/playbyplay?gameId=400872082","http://www.espn.com/mens-college-basketball/boxscore?gameId=400872082","http://www.espn.com/mens-college-basketball/matchup?gameId=400872082"
"30",36,36,"2015-2016","3-24","Oregon","vs",68,82,NA,"https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/150.png&w=50&h=50&transparent=true","https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2483.png&w=50&h=50","http://www.espn.com/mens-college-basketball/playbyplay?gameId=400872397","http://www.espn.com/mens-college-basketball/boxscore?gameId=400872397","http://www.espn.com/mens-college-basketball/matchup?gameId=400872397"
